Province,State,State Code,Latitude,Longitude,Tests,Days Since 1st Case,Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m²) Missing HI and AK,GDP 2018,GDP/capita,"Percentage Living in Poverty, All Ages, 2016","Air Quality, Annual Average Ambient Concentrations of PM2.5, 2014",Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),% Single-Parent Households,Social Association Rate,Violent Crime Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,Housing: Severe Cost Burden,Housing: Overcrowding,Housing: Inadequate Facilities,% Drive Alone to Work,% Long Commute - Drives Alone,Sleep <7 Hours_Percent,Sleep <7 Hours_CI_Low,Sleep <7 Hours_CI_High,Diabetes Total Percentage,Diabetes Male Percentage,Diabetes Female Percentage,"Coronary Heart Disease Death Rate per 100,000, All Ages, All Races/Ethnicities, Both Genders, 2014-2016","Hypertension Death Rate per 100,000 (any mention), 35+, All Races/Ethnicities, Both Genders, 2014-2016","Obesity, Age-Adjusted Percentage, 20+. 2015",% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers (adults),% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,Preventable Hospitalization Rate (Preventable hospital stays),% With Annual Mammogram,% Flu Vaccinated,Chronic Respiratory Disease: mortality rate per 100K (2014),Liver Disease: crude mortality rate per 100K (1999-2018),Liver Disease: % of Total Deaths (1999-2018),Liver Disease: crude mortality rate per 100K (2018),Liver Disease: % of Total Deaths (2018),Avg Temp Peak Growth-10 Rate,Avg Temp 10 Before First-Current,Avg Temp First-Current,First Case,Stay At Home,No Cases,No Stay At Home Order,Stay At Home Order After First Case
Boone,Illinois,IL,42.32359,-88.8235,"110,616",10,13,1,53577,24.7923549,15.8351531,2.40961607,0.77645258,1.53424044,0.0952,22.407003,72.154096,3.61665084,50.0065327,19.3630573,193,71.1,14223.88,"1,706,969",,9.6,11.4,1784:01:00,2820:01:00,2435:01:00,91.2563278,58.5334511,5.75303139,13.5,4.16549534,29.9347651,6.5404668,170.908242,11.4,No,13.8549307,11.7292409,2.47215431,0.19016572,83.2742457,37.6,30.9093155,29.875872,31.9531078,8.3,8.8,7.9,82.5,167.8,30.7,15.614342,3.68452025,3.84126103,6.66333916,15.1358195,33.4,8.8,26.6,88.8378104,20.0023772,7.50194035,5445,43,48,59.37,12.3463497,0.00014618,Unreliable,0.00019672,8.066666667,8.43,8.68,4/5/20,3/21/20,0,0,0
Brown,Illinois,IL,39.96209,-90.7507,"110,616",#N/A,0,0,6556,15.8785845,13.9261745,18.4868823,1.28126907,0.33557047,0.0305,6.66564979,73.7187309,0.734375,35.2501525,41.0696266,22.7,8.1,14087.98,"403,332",,16.7,10.3,6716:01:00,NA,312:01:00,92.5,48.6702128,2.69337017,14.8,4.22491943,18.3556405,10.4228708,134.394707,10.3,No,7.74647887,6.34770251,2.81690141,0,84.238905,16.1,32.8460313,31.7102805,34.0603775,4.7,4.7,4.7,87.9,248.1,28.1,15.6015007,3.61987319,3.70385329,6.52173913,16.9625691,23.4,7.5,23.2,75.6955456,23.0685134,3.62473348,5062,45,32,62.37,Unreliable,1.40E-05,NA,NA,,,,,3/21/20,1,0,0
Bureau,Illinois,IL,41.40385,-89.5283,"110,616",19,6,0,32993,21.4530355,21.9167702,0.78804595,0.47282757,1.01233595,0.0455,9.46261328,87.382172,1.2642225,50.9017064,57.3903597,40.2,18.1,15216.74,"1,200,477",,11.5,11.5,2078:01:00,2749:01:00,1500:01:00,83.9943951,58.3841463,5.00862565,17.1,3.99656981,33.2450146,16.5448365,131.693772,11.5,No,10.9882269,9.24291353,1.53407064,0.60649304,83.0338566,22,31.140078,29.9859479,32.2788561,8.9,9.9,7.9,98.8,96.3,27.9,15.1656225,3.65415208,3.91337633,6.31270903,14.7116047,27.4,8,30.4,77.7974727,19.6955809,6.07133238,2647,43,42,53.34,16.3357827,0.00013215,NA,NA,7.714285714,8.448275862,10.18947368,3/27/20,3/21/20,0,0,0
Calhoun,Illinois,IL,39.1684,-90.6633,"110,616",10,1,0,4802,20.6372345,23.3444398,0.39566847,0.27072053,0.27072053,0.0208,1.27030404,97.27197,0.0217,50.1665973,100,20,11.2,13463.48,"109,270",,12.2,10.8,2417:01:00,4802:01:00,NA,86.4103448,70.5394191,5.34188034,15.3,5.10566593,20.2716823,0,NA,10.8,No,9.30232558,8.22916667,2.27390181,0.20671835,79.5387635,60.1,30.1977009,28.9128424,31.5142868,6.2,6.4,6,96,158.7,30.1,13.6921469,3.53681976,3.93199827,6.42201835,14.8250658,36.2,8.4,23.4,30.2416978,19.5438155,5.98818475,4241,34,42,57.31,NA,NA,NA,NA,,13.59,12.9,4/5/20,3/21/20,0,0,0
Carroll,Illinois,IL,42.06823,-89.934,"110,616",18,5,1,14312,19.3753494,25.5100615,1.04108441,0.44717719,0.54499721,0.021,3.86389044,93.0128563,0.38428074,50.1327557,81.8743095,34.6,19,14797.42,"463,346",,12.6,10.7,2904:01:00,3578:01:00,795:01:00,93.5719149,57.0659489,4.45182724,17,4.13775026,24.3664012,15.8424025,46.8512084,10.7,Yes,10.4511278,9.73195248,1.20300752,0.52631579,82.1010474,34.6,28.0033077,26.8230024,29.1709625,6,6.3,5.8,123.5,156.5,27,13.5322885,3.49116797,3.85628195,5.91836735,14.3499594,25.1,8.3,28.3,71.3654384,18.9743531,6.98339483,4724,40,46,56.38,14.8209246,5.38E-05,NA,NA,5,5.546428571,6.894444444,3/28/20,3/21/20,0,0,0
Cass,Illinois,IL,39.96991,-90.2473,"110,616",#N/A,0,0,12260,23.8009788,17.8466558,3.67862969,0.69331158,0.66068516,0.13866232,19.2414356,75.4323002,6.16293795,49.4942904,52.1331183,36.3,15.5,13966.06,"638,399",,13.7,10.8,NA,1533:01:00,183:01:00,84.84736,46.2962963,4.49529374,15.8,4.00080461,34.9106552,13.5945622,518.054589,10.8,No,9.36585366,5.89970502,2.43902439,1.46341463,80.3379162,28.5,30.7249698,29.7054429,31.7764426,5.7,5.9,5.6,114.5,274.4,31.6,17.3180967,3.78766737,4.06708108,8.35401158,15.9206666,34.7,8.8,26.9,60.1817915,19.7030127,8.50359992,5951,36,38,75.66,10.4625962,3.27E-05,NA,NA,,,,,3/21/20,1,0,0
Champaign,Illinois,IL,40.13919,-88.2005,"110,616",30,88,2,209983,18.7796155,12.8248477,13.1377302,0.36336275,11.1028036,0.1000081,6.0947791,66.8435064,1.86358008,50.1702519,12.7103008,201.8,87.9,14279.03,"10,356,705",,18.9,11.8,1052:01:00,1555:01:00,398:01:00,86.2973852,79.9868754,4.4033728,17.5,6.3930497,34.1603004,11.8911743,487.205415,11.8,Yes,19.7911487,17.7542813,3.29438091,0.84535057,70.1734059,13,29.2681503,28.3611075,30.2532338,9.9,10.1,9.9,65.6,166.6,25.9,16.3327379,3.86422207,4.02766751,8.26876513,15.7651813,30.8,7.5,22.1,84.2168082,20.5638062,6.05911564,5169,44,48,51.24,9.10130695,0.00041867,10.0008096,0.00037555,7.4,8.5175,9.18,3/16/20,3/21/20,0,0,1
Christian,Illinois,IL,39.54582,-89.2778,"110,616",25,24,3,32661,20.2382046,19.9350908,1.61660696,0.26637274,0.62459815,0.0429,1.65334803,94.9113622,0.19350336,49.1136218,43.4511494,49.1,21.9,13785.9,"1,346,262",,12.7,11.5,2546:01:00,4083:01:00,1719:01:00,90.7246026,56.0486398,5.29082699,17.9,4.39273803,37.1086828,14.5006344,184.7463,11.5,No,8.41726619,7.25735294,0.86330935,0.61151079,81.4490392,40.4,30.5016462,29.3099385,31.7086083,11.6,13.3,10.1,103.9,185.7,28.9,14.4001686,3.64551627,3.96886112,8.79533139,15.6591561,29.2,8.4,29.2,67.2614943,20.2243454,6.0268122,6709,46,42,54.52,17.4871917,0.00014151,NA,NA,8.371428571,8.637142857,9.404,3/21/20,3/21/20,0,0,1
Clark,Illinois,IL,39.33426,-87.7871,"110,616",16,4,0,15596,22.6981277,19.8576558,0.43600923,0.26288792,0.41677353,0.0256,1.57732752,96.3965119,0.24146489,50.3398307,59.5408632,32.6,15.5,13511.96,"608,104",,12,11.4,2252:01:00,7798:01:00,3899:01:00,89.4152913,65.1755379,5.17041801,16.2,4.14400457,33.027012,17.7586098,189.132748,11.4,No,8.53932584,6.56108597,1.79775281,0.11985019,81.1555791,29.4,31.4777737,30.2299411,32.9027616,5.3,5.1,5.4,121.7,225.3,32.5,15.4013505,3.81934635,4.19266592,8.33970926,16.0577199,36.8,8.4,28.2,61.3284359,19.5389295,5.91664697,6770,35,36,64.96,16.7350776,6.43E-05,NA,NA,12.82307692,12.25,12.14375,3/30/20,3/21/20,0,0,0
Clay,Illinois,IL,38.75389,-88.4891,"110,616",#REF!,1,0,13253,22.9382027,20.3199276,0.47536407,0.24900023,0.8601826,0,1.64491059,95.8726326,1.23191861,50.4715913,64.7339848,29.5,13.7,13336.58,"588,562",,16,11.6,6635:01:00,1893:01:00,828:01:00,83.5945161,62.9969419,5.30933293,18.8,4.69119471,43.6543042,20.34818,59.7550045,11.6,No,9.83899821,7.00900901,3.20214669,0.53667263,83.8249917,26.4,30.8175499,29.5115214,32.1222358,7.1,7.4,6.8,92,140.9,29.2,14.9381906,3.75830628,4.10509573,7.37410072,15.8319435,23.5,8.4,35.1,52.247557,19.6502,6.2036156,2511,46,38,75.74,9.72724096,3.16E-05,NA,NA,,12.03636364,,,3/21/20,1,0,0
Clinton,Illinois,IL,38.60705,-89.4239,"110,616",29,39,0,37639,21.1270225,17.2241558,3.55482345,0.3692978,0.54464784,0.0638,3.15098701,91.3573687,0.29252925,48.1946917,48.7580107,79.7,32.3,13287.46,"1,210,870",,9.3,11.6,2893:01:00,3137:01:00,2214:01:00,86.4720714,66.6971359,3.57248013,10.2,3.90808961,27.2750126,11.9636306,146.249638,11.6,No,9.77872948,8.36521112,1.06352605,0.64239829,84.2966194,37.7,30.8320938,29.7571043,31.9330534,11.7,12.9,10.5,111.6,122.2,31.9,12.9905916,3.33933115,3.76683051,6.59639578,15.0212063,38.9,8.7,21,63.865791,23.212684,4.75774184,3090,48,40,48.88,10.1115915,8.77E-05,NA,NA,10.6037037,10.95641026,11.84137931,3/17/20,3/21/20,0,0,1
Coles,Illinois,IL,39.51949,-88.2236,"110,616",32,8,0,50885,18.0839147,16.9185418,3.85378795,0.25351282,1.04942517,0.20438243,2.70020635,90.7163211,0.45430576,51.5024074,24.2886047,106,46.1,13761.23,"2,305,836",,19.3,11.6,1333:01:00,1885:01:00,305:01:00,93.8020993,68.0489572,4.83984294,21.8,5.35330327,39.4086022,13.4669771,277.512052,11.6,No,15.1694714,14.1662616,0.97179426,0.82958047,76.4596021,18.3,31.1610481,29.8485134,32.474972,9,9.9,8.3,110.2,261.9,30.3,17.7365982,4.15692699,4.50331268,7.65727299,18.7880861,36.6,7.5,29.9,76.7768641,19.9560512,6.94430607,8415,45,42,75.94,13.4788166,0.00016723,NA,NA,9.957142857,8.442857143,8.778125,3/14/20,3/21/20,0,0,1
Cook,Illinois,IL,41.84145,-87.8166,"110,616",82,16323,577,5180493,21.8062644,14.6350357,23.041089,0.73840463,7.8786131,0.0748,25.5384381,42.0823655,7.02865167,51.4316302,0.0453,5495.1,2306.5,14299.48,"362,063,569",69.88979022,15,15,1072:01:00,1098:01:00,369:01:00,88.1800033,70.5407723,4.03632072,18.8,5.53752345,37.2359066,7.20938475,619.813591,15,Yes,22.1684204,19.2213634,3.62778329,0.81189585,61.4023496,53,33.4027816,32.95713,33.8491315,9,9.7,8.4,95.2,191.3,27.2,17.1408511,3.4710878,3.66231296,8.95742337,13.7761832,28,8.3,21,99.1459331,22.2379013,9.97226849,5194,40,45,41.02,12.7245886,0.01559715,12.5663716,0.01164205,2.246666667,2.547826087,3.336585366,1/24/20,3/21/20,0,0,1
Crawford,Illinois,IL,39.00322,-87.7595,"110,616",16,5,0,18807,19.8915298,18.9131706,5.06726219,0.37220184,0.61679162,0.0479,2.2225767,90.7853459,0.90244713,47.721593,60.1655145,44.7,19.5,13420.4,"3,154,494",,14.4,11.7,1724:01:00,2687:01:00,495:01:00,88.611032,62.2706191,5.35490487,17.1,4.68791562,25.8081753,15.8219503,288.530897,11.7,No,10.8624095,8.52107077,1.17182357,1.3166557,82.8687794,15.4,30.9381168,29.742922,32.0854743,10,11.2,8.9,114.8,201.5,28.2,14.3463398,3.55238484,3.88260225,8.37336994,15.9795744,27.5,8.3,29,61.5380734,20.9788441,5.92514124,2689,47,40,67.39,11.6147538,5.38E-05,NA,NA,13.76363636,12.25,12.14375,3/30/20,3/21/20,0,0,0
Cumberland,Illinois,IL,39.27432,-88.2401,"110,616",32,2,0,10808,22.1687639,19.5873427,0.46262028,0.18504811,0.61991118,0.12028127,1.06402665,96.6321244,0.11767013,50.2590674,100,31.9,14.1,13623.3,"343,839",,12.4,11.6,NA,10808:1,2702:01:00,87.3528139,56.6640379,4.04605263,15.2,4.05733905,23.4102876,10.0843418,115.159611,11.6,No,10.3325416,7.70156438,2.13776722,0.59382423,85.0262187,32.6,30.2275227,28.8910009,31.5015775,19.5,23.6,15.4,97.4,218,29.4,14.4961704,3.70454089,4.05539335,7.39884393,15.8635929,32.5,NA,28,1.33055757,20.1981953,6.5301479,7774,45,36,66.3,16.3095923,4.21E-05,NA,NA,10.72,10.82380952,11.484375,3/14/20,3/21/20,0,0,1
De Witt,Illinois,IL,40.17515,-88.9096,"110,616",25,35,1,15769,21.3583613,19.2212569,0.78635297,0.26000381,0.4629336,0.0507,2.94882364,94.3940643,0.46149789,50.5104953,48.7530946,166.6,18.9,14484.23,"3,614,570",,10.6,11.5,2657:01:00,3154:01:00,2253:01:00,87.3106587,64.5633653,5.07781588,17.4,3.77780222,24.6839081,13.8000251,188.232013,11.5,No,7.8125,6.38617581,1.26488095,0.20833333,85.6929955,36.9,30.1319951,28.8475512,31.5383949,8.5,9.2,7.8,99.9,322.7,29.9,13.9173584,3.59826653,3.91532173,7.60330579,15.4787298,27.5,8.7,25,77.0484874,20.2318405,5.20582056,4976,45,43,68.91,11.8050889,4.56E-05,NA,NA,13.06,10.55454545,10.76666667,4/3/20,3/21/20,0,0,0
DeKalb,Illinois,IL,41.89373,-88.7696,"110,616",12,3,0,104143,21.4051833,12.6479936,7.73743795,0.4599445,2.82688227,0.0845,11.4467607,76.2557253,1.51566081,50.4748279,20.3052491,41.7,65.1,14293.04,"1,129,745",,15.8,12.1,3273:01:00,1627:01:00,412:01:00,89.9266271,74.6482663,4.39742642,13.2,4.82447873,33.9104692,9.26164628,275.761267,12.1,No,19.3764218,17.0044892,2.71376957,0.66639904,80.122789,36.5,29.0396255,28.0275313,30.0637459,5.8,5.2,6.3,83.3,176.4,30.2,15.7433602,3.86487618,4.1703729,7.40740741,15.8954107,31.7,7.2,19.8,84.329593,23.1857269,6.30721337,5605,39,50,50.08,8.5759402,0.00020115,Unreliable,0.00023248,5.773684211,6.228571429,7.048,3/21/20,3/21/20,0,0,1
Douglas,Illinois,IL,39.76768,-88.2185,"110,616",21,11,0,19479,24.8883413,18.0912778,0.47743724,0.35422763,0.69305406,0,7.21289594,90.3331793,1.16373919,50.6134812,61.6366366,48,20.1,13872.53,"1,002,215",,9.8,11.5,3291:01:00,1771:01:00,6493:01:00,96.4558648,54.1213389,4.10301606,13.3,4.28679513,24.8670757,15.1914118,223.221206,11.5,No,10.978836,8.62299465,1.85185185,1.05820106,75.8405172,34.2,30.7210248,29.4833902,31.8942178,7.3,7.8,6.9,67.3,73.8,29,15.0623106,3.70905653,3.98980381,6.40530094,15.7150286,30.9,8.7,24.2,70.8408408,20.2493705,9.27828671,6882,45,44,71.16,9.79154061,4.56E-05,NA,NA,8.32,8.961290323,10.85238095,3/25/20,3/21/20,0,0,0
DuPage,Illinois,IL,41.85117,-88.0864,"110,616",32,1312,61,928589,22.6744017,15.5007221,4.9307067,0.3961925,12.6184997,0.0546,14.4553726,66.3486214,3.72342186,50.8705143,0.0476,2799.8,1087.6,14310.45,"82,596,221",88.94809329,7,13.2,741:01:00,929:01:00,335:01:00,94.3070071,78.3970372,3.13063993,7.9,4.23410545,19.4992395,9.33204892,88.5859613,13.2,No,15.8738587,13.5904814,2.38653628,0.71832087,76.8767907,41.9,29.9222743,29.2829224,30.6346265,7.7,8.6,7.1,68.8,113.1,24.7,12.9025304,3.19482014,3.71842693,7.02655344,12.2574963,26.9,9.1,18.1,99.6263594,19.8485006,6.39759466,4037,44,52,40.66,8.91591659,0.00191441,9.04598267,0.0015022,5.644,6.726190476,6.84375,3/14/20,3/21/20,0,0,1
Edgar,Illinois,IL,39.68092,-87.7476,"110,616",#N/A,0,0,17360,20.3917051,21.7569124,0.63364055,0.24769585,0.36290323,0.0288,1.25,96.6935484,0.45684059,50.9792627,51.8034022,29.8,14.1,13789.44,"756,615",,13.6,11.3,2888:01:00,3472:01:00,914:01:00,86.9091723,61.5134865,4.67391304,19.5,4.09302216,37.3068433,15.5817175,293.766639,11.3,Yes,11.3145847,9.59629385,0.71942446,1.3734467,82.3377581,24.8,29.4414423,28.1971463,30.6949795,7,7.1,7,151.1,403.1,30.5,14.6543415,3.66670198,4.07085231,8.94819466,15.3602903,30.9,7.2,28.9,53.3214901,19.3692273,6.01193546,6728,34,32,84.37,15.3398173,6.67E-05,NA,NA,,,,,3/21/20,1,0,0
Edwards,Illinois,IL,38.41353,-88.0572,"110,616",#N/A,0,0,6392,22.4186483,21.5112641,0.53191489,0.51627034,0.39111389,0,1.59574468,96.2453066,0.42393608,50.7352941,100,30.2,14.3,13521.13,"279,804",,11.1,11.7,NA,6392:01:00,2131:01:00,98.4,69.1270405,4.53400504,14.7,4.10799346,23.713491,21.5849522,NA,11.7,No,7.94223827,6.38453119,0.86642599,0.68592058,84.6256685,26.3,30.2434522,29.0077758,31.4788039,3.9,3.7,4.1,107,163.8,29.2,13.8811049,3.61791393,3.97839752,7.80399274,14.9869624,30.2,8.2,26.5,42.2258593,20.0960141,5.81896552,2955,40,35,62.05,17.8813572,2.81E-05,NA,NA,,,,,3/21/20,1,0,0
Effingham,Illinois,IL,39.05936,-88.5897,"110,616",12,3,1,34208,23.6903648,17.6654584,0.5261927,0.26894294,0.78928906,0.0263,2.19831618,95.556595,0.81715717,50.1783209,59.6986157,71.5,30.4,13440.86,"2,041,960",,10.9,11.8,1219:01:00,1316:01:00,570:01:00,92.3390357,66.2402869,3.74496574,12.7,4.17146009,26.6356901,15.2349701,180.764289,11.8,No,7.54787833,6.16956851,1.08148705,0.82613594,85.7494001,15.6,28.5569069,27.345165,29.834713,10.7,12.1,9.4,80.1,228.8,28.8,14.1134533,3.49977235,3.85393175,7.35479798,15.1182827,27.2,8.5,21.6,57.5725717,22.624965,5.59482789,5193,54,34,55.8,10.0606555,8.07E-05,NA,NA,9.957142857,10.55454545,10.76666667,4/3/20,3/21/20,0,0,0
Fayette,Illinois,IL,39.00072,-89.0245,"110,616",18,12,1,21416,21.0917071,18.985805,4.37523347,0.28950318,0.36421367,0.0233,1.82573777,92.1647367,0.36013237,47.217034,66.9873532,30.9,13,13437.01,"599,015",,15.2,11.5,7261:01:00,2380:01:00,1260:01:00,89.1411384,52.1779254,5.29051988,20.9,4.66990778,34.5568487,16.0668381,135.337619,11.5,Yes,10.9150327,8.88594165,2.02614379,0.83660131,84.9624941,30.2,31.2175636,30.0109606,32.3981162,9.4,10.4,8.3,89.2,111.2,25.7,16.6399891,3.99714852,4.1925292,7.4204947,17.4332428,24.2,7.2,27,52.9268293,19.78499,7.20045003,5275,41,40,65.12,8.47314015,4.33E-05,NA,NA,8.792857143,9.453571429,11.02222222,3/28/20,3/21/20,0,0,0
Ford,Illinois,IL,40.59707,-88.2235,"110,616",15,4,1,13264,22.8965621,18.75,0.94240048,0.37696019,0.49758746,0.0377,3.55096502,93.4785887,0.32377794,50.5729795,41.7797032,29,12.9,14705.58,"788,611",,11.2,11.5,1328:01:00,2653:01:00,201:01:00,84.907,64.0066225,4.8152826,15.9,4.41316426,35.749426,17.3192771,252.259036,11.5,Yes,10.5913504,7.76386404,1.09443954,1.85348632,80.3943753,36.5,30.5563917,29.2830948,31.7762487,3.8,3.6,4,101.1,230.3,26.6,15.3163617,3.79840298,4.12658866,6.49224806,16.4419384,25.2,8,27.8,65.0024856,19.6918621,6.18682142,3549,45,30,64.39,13.2608407,4.33E-05,NA,NA,7.742857143,7.404,8.806666667,3/31/20,3/21/20,0,0,0
Franklin,Illinois,IL,37.99189,-88.9257,"110,616",19,4,0,38701,22.252655,20.4955944,0.55812511,0.41342601,0.40567427,0.0155,1.7699801,95.6926178,0.11125583,50.6679414,48.5806729,96.8,45.3,13797.53,"1,247,960",,21.5,11.7,3003:01:00,2580:01:00,152:01:00,83.3361984,63.7144099,6.14708468,26,4.88800952,38.1200426,16.3930227,160.308242,11.7,No,11.4029666,9.70959596,1.1433869,1.17428925,83.5788505,35.2,30.9161844,29.6695156,32.184681,5.6,5.7,5.5,90.8,392.5,27.9,17.2923886,4.17451293,4.34454479,8.48886213,17.773051,26.6,7.8,28.5,59.8695685,18.5421694,6.75447703,6875,39,35,100.19,19.734212,0.00018127,NA,NA,12.57058824,12.34137931,13.27894737,3/27/20,3/21/20,0,0,0
Fulton,Illinois,IL,40.47289,-90.2086,"110,616",#REF!,2,0,34844,19.779589,20.6262197,3.78257376,0.66869475,0.34152221,0.0115,3.1052692,91.6456205,0.91408221,47.9594765,60.0258977,42.8,18.7,14674.59,"917,536",,14.7,11.2,3192:01:00,4978:01:00,1834:01:00,89.0299858,59.6287439,6.24671571,20.5,4.31931619,41.6547381,16.8043293,115.290388,11.2,No,10.8634112,8.89445438,1.08987969,1.23849965,85.3912227,38.6,31.5449379,30.2802562,32.8061139,6.6,6.7,6.5,112.8,145.4,26.9,15.8000724,3.87920656,4.01873319,7.73088174,16.7848467,28.8,7.9,23.2,56.9829237,19.3824435,6.38414111,5795,39,35,65.84,14.0895636,0.00012162,NA,NA,,9.94,7.7,,3/21/20,1,0,0
Gallatin,Illinois,IL,37.76431,-88.2295,"110,616",10,2,0,5058,20.838276,23.2898379,0.65243179,0.45472519,0.23724792,0,1.72004745,95.3736655,0.34743511,51.166469,100,17.3,8.5,14118.87,"276,703",,20.5,11.4,5080:01:00,NA,NA,89.5,57.3913044,5.75184881,31.9,4.77914836,42.5631431,11.8110236,179.67434,11.4,No,5.66448802,3.6123348,0.61002179,1.74291939,85.5339806,41.8,30.3921977,29.1629363,31.7575678,11.7,13.3,10.2,122,136.9,26.5,16.5726085,4.02084022,4.30183872,7.52688172,17.0271566,23,5.8,24.2,36.536053,18.3168608,6.62200464,7096,37,31,78.31,20.9203197,2.81E-05,NA,NA,,13.69,12.44,4/5/20,3/21/20,0,0,0
Greene,Illinois,IL,39.35907,-90.3889,"110,616",#REF!,2,0,13044,21.2664827,19.5568844,1.3032812,0.28365532,0.2683226,0.0153,1.28028212,96.0671573,0.0478,49.6626802,70.8483365,25.6,11.8,13514.14,"377,090",,15.1,10.8,4391:01:00,3261:01:00,NA,95.242807,50.1127941,4.90440565,19.9,4.31641479,36.3272727,12.9042053,202.946482,10.8,Yes,10.9848485,8.94230769,1.23106061,1.04166667,83.3670715,44,30.7292286,29.4382073,32.0271788,9.5,10.7,8.4,105.8,391.1,30.4,15.4985652,3.86233393,4.11382928,7.17299578,16.8753657,28.2,7.9,28.3,55.6531759,19.5166365,6.42960115,6002,39,35,66.64,12.1815335,3.98E-05,NA,NA,,12.48,9.18,,3/21/20,1,0,0
Grundy,Illinois,IL,41.2857,-88.4191,"110,616",22,24,0,50972,25.311936,14.0724319,1.5812603,0.34921133,0.87891391,0.051,10.2154124,86.141411,0.88247092,50.1255591,24.3752871,119.8,47.8,14928.68,"3,145,931",,7.9,12,3162:01:00,2549:01:00,809:01:00,93.8174204,66.5082783,4.68422095,8.3,3.86544778,24.2069724,9.48879137,101.416793,12,No,14.6407347,12.6281173,1.37223123,1.83684495,88.5607203,43.9,29.7766162,28.6002698,30.8971885,4.4,3.9,4.8,106.1,297.3,31.1,13.5144132,3.31778381,3.72934291,6.97674419,14.5144421,34.9,8.6,24.6,87.5097377,22.1569789,4.99759401,5451,44,45,56.55,11.682104,0.0001263,Unreliable,0.00017883,6.063157895,6.84375,8.372727273,3/24/20,3/21/20,0,0,0
Hamilton,Illinois,IL,38.08164,-88.5388,"110,616",#N/A,0,0,8163,21.9772143,21.8424599,0.6860223,0.44101433,0.36751194,0.0123,1.71505574,96.0676222,0.2063185,51.0964106,68.0974341,19.5,9.4,13854.95,"460,533",,14.4,11.3,2049:01:00,8163:01:00,4082:01:00,98.7,71.9977864,4.36234142,19.6,4.51581916,22.2589532,35.3917501,55.3914328,11.3,No,9.57290133,8.3081571,0.70692194,1.17820324,78.4119808,44.1,30.3121198,29.0758516,31.6357225,17.1,20.6,13.8,100.2,110.8,28,15.2127466,3.74396713,4.07466299,7.00854701,16.0295689,25.4,8.3,27.5,11.6826298,19.4426425,5.68483523,7113,38,35,64.85,13.0911861,2.57E-05,NA,NA,,,,,3/21/20,1,0,0
Hancock,Illinois,IL,40.40424,-91.1631,"110,616",#REF!,1,0,17844,20.9258014,23.1674512,0.57722484,0.3866846,0.42591347,0.0897,1.60838377,96.0210715,0.20410544,50.403497,70.974665,24.1,11.7,14621.91,"683,222",,12,10.8,4505:01:00,2974:01:00,661:01:00,82.2207637,60.9930961,4.72310781,16.8,4.00764918,29.2592593,17.7580466,75.6859035,10.8,No,7.31391586,5.88235294,1.22977346,0.51779935,84.8602097,34.5,29.4988607,28.3009822,30.7684154,5.4,5.4,5.4,119.1,86.9,27.8,13.9971099,3.70319707,3.99514852,6.43231114,14.6525417,31.1,7.6,30.5,58.3542714,19.0118452,5.57201706,4397,43,41,58.36,10.9619074,4.91E-05,NA,NA,,9.429411765,8.128571429,,3/21/20,1,0,0
Hardin,Illinois,IL,37.51811,-88.2687,"110,616",#N/A,0,0,3910,18.1585678,25.7033248,0.51150895,0.74168798,0.46035806,0.12787724,2.25063939,94.6803069,0,49.258312,100,24.3,14,14099.32,"105,717",,21.9,11.1,1012:01:00,3910:01:00,3910:01:00,91.8,59.8493003,7.8183172,32,4.58317528,24.7875354,7.4147306,206.586463,11.1,No,11.627907,8.66089274,0.66445183,2.3255814,86.4142539,36.8,31.4711928,30.2253646,32.7380414,3.3,3,3.6,140,351.4,27.9,17.6170545,4.1467336,4.34759701,8.21917808,17.9581925,24.5,7.8,25.5,77.8935185,17.9548628,7.29346699,12206,35,17,92.33,Unreliable,1.40E-05,NA,NA,,,,,3/21/20,1,0,0
